feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,target
-0.6784915924072266,-46.35148620605469,31.587993621826172,-32.20050811767578,-13.518295288085938,29.319766998291016,-51.348602294921875,4.199371337890625,12.512901306152344,-59.567935943603516,10.14239501953125,-6.218547821044922,-12.1767578125,26.45672607421875,14.10794448852539,-24.611520767211914,61.53289794921875,2.1040420532226562,-36.427852630615234,78.14764404296875,-6.159645080566406,-47.24153518676758,87.29290771484375,-12.582756042480469,-2.7346343994140625,23.012176513671875,-3.4178810119628906,-35.64791488647461,47.932525634765625,-18.261077880859375,-58.81867980957031,36.8271484375,-21.369613647460938,-68.45957946777344,22.744598388671875,-20.238542556762695,6.244891166687012,13.4315185546875,-19.553321838378906,-30.152095794677734,25.9267578125,-32.70083236694336,-47.510433197021484,7.8895263671875,-29.689271926879883,-49.4986572265625,-8.010040283203125,-23.993486404418945,11.16121768951416,1.620208740234375,-34.333316802978516,-15.797859191894531,15.67974853515625,-44.88210678100586,-30.081554412841797,5.85308837890625,-40.84248352050781,-34.35049819946289,-7.512115478515625,-33.82293701171875,0

-0.5078086853027344,-42.13291931152344,37.03080749511719,-26.96783447265625,-5.034149169921875,37.622032165527344,-46.39809799194336,15.744049072265625,25.221742630004883,-57.95463180541992,23.759033203125,9.223287582397461,-7.556053161621094,29.05108642578125,12.09166145324707,-20.36849021911621,63.0523681640625,-2.3584823608398438,-33.64654541015625,78.40969848632812,-10.832555770874023,-44.56498336791992,87.77871704101562,-16.73486328125,-1.0435829162597656,22.63873291015625,-5.926183700561523,-39.693321228027344,40.9771728515625,-15.648731231689453,-57.020057678222656,22.52935791015625,-10.232120513916016,-57.889686584472656,6.46929931640625,-4.4129791259765625,4.640140533447266,10.3740234375,-21.73902702331543,-32.19625473022461,24.702423095703125,-31.304899215698242,-48.52708053588867,7.46630859375,-22.822978973388672,-49.111942291259766,-7.50433349609375,-14.777496337890625,6.303546905517578,-3.497100830078125,-35.41200256347656,-21.439441680908203,11.0460205078125,-42.798770904541016,-34.135684967041016,1.51416015625,-34.745513916015625,-35.92342758178711,-11.128326416015625,-25.62969398498535,0

1.4052925109863281,-42.91221618652344,36.1010856628418,-26.417688369750977,-6.86083984375,37.82753372192383,-46.81077575683594,13.682647705078125,26.64168930053711,-59.101600646972656,22.041961669921875,11.383842468261719,-8.257326126098633,28.533355712890625,12.842514038085938,-23.10865020751953,62.32647705078125,-0.06166839599609375,-38.108848571777344,76.53863525390625,-7.609691619873047,-49.52069091796875,85.68618774414062,-12.893623352050781,-1.8431034088134766,22.716583251953125,-5.411140441894531,-41.044944763183594,40.423614501953125,-14.03123664855957,-58.21989440917969,21.72637939453125,-9.00016975402832,-58.81163787841797,5.495635986328125,-3.6375885009765625,3.9606971740722656,10.978363037109375,-21.576030731201172,-33.3209228515625,24.6241455078125,-30.38525390625,-49.29814910888672,6.936370849609375,-22.163663864135742,-49.55854797363281,-8.21795654296875,-14.452011108398438,5.831447601318359,-2.537353515625,-35.57429504394531,-22.2817325592041,11.5220947265625,-42.48234939575195,-34.82118225097656,1.6845703125,-34.55194091796875,-36.38511657714844,-11.1319580078125,-25.640296936035156,0

0.9844493865966797,-42.93113708496094,36.0925178527832,-26.830915451049805,-6.891693115234375,38.15750503540039,-47.32598114013672,13.660919189453125,27.17667007446289,-59.70830154418945,21.95684814453125,11.958263397216797,-7.565706253051758,28.6864013671875,12.92740249633789,-22.81344223022461,62.366180419921875,0.19036483764648438,-36.58146667480469,77.859619140625,-7.182552337646484,-50.087772369384766,83.95736694335938,-11.896871566772461,-1.4676132202148438,22.747711181640625,-5.395221710205078,-40.217464447021484,41.61639404296875,-13.583660125732422,-58.879417419433594,24.32769775390625,-8.8182373046875,-60.41059875488281,8.128570556640625,-3.546863555908203,3.929990768432617,10.900390625,-21.62113380432129,-33.24864959716797,25.11773681640625,-29.948444366455078,-49.618927001953125,7.8505859375,-21.606840133666992,-50.3819580078125,-7.289825439453125,-13.90119743347168,5.385564804077148,-2.64874267578125,-35.636417388916016,-22.46326446533203,11.998565673828125,-42.39208984375,-35.375,2.68096923828125,-34.43121337890625,-37.55516815185547,-9.99163818359375,-25.443546295166016,0

-12.221126556396484,27.654541015625,11.538528442382812,-23.307289123535156,61.9185791015625,-3.69720458984375,-34.53493881225586,77.91680908203125,-13.794744491577148,-44.92042922973633,86.63970947265625,-21.402677536010742,7.333433151245117,11.800750732421875,-20.21632957458496,-28.409378051757812,23.48565673828125,-35.69675064086914,-45.70939254760742,5.576995849609375,-31.732826232910156,-47.669612884521484,-9.820037841796875,-24.78441047668457,-2.946959972381592,-43.802581787109375,34.91948699951172,-33.48871994018555,-10.44354248046875,29.335838317871094,-51.87200927734375,7.009918212890625,11.434249877929688,-59.88724136352539,12.612091064453125,-7.489696502685547,-2.121351718902588,22.729705810546875,-5.251762390136719,-36.28350830078125,44.024810791015625,-22.690074920654297,-57.19687271118164,28.8179931640625,-23.812946319580078,-63.621116638183594,13.317474365234375,-20.495182037353516,12.627184867858887,-1.1800537109375,-33.83985900878906,-13.778471946716309,12.1693115234375,-46.49985122680664,-28.04298973083496,2.516571044921875,-41.99943161010742,-32.12686538696289,-10.311309814453125,-33.9437370300293,0

0.6203937530517578,-42.929962158203125,36.102020263671875,-25.940847396850586,-5.972320556640625,38.43305969238281,-45.899749755859375,15.511932373046875,28.279024124145508,-58.4686279296875,24.762054443359375,13.78065299987793,-6.735725402832031,28.8485107421875,13.025304794311523,-21.93395233154297,62.455841064453125,0.040111541748046875,-38.027984619140625,75.62265014648438,-7.141971588134766,-51.69844055175781,81.48178100585938,-11.682562828063965,-1.0578498840332031,22.772369384765625,-5.387062072753906,-41.792728424072266,37.850433349609375,-11.547457695007324,-57.30046844482422,18.062591552734375,-5.396968841552734,-56.77851867675781,1.845733642578125,0.014646530151367188,3.824460983276367,10.804901123046875,-21.68787384033203,-33.795555114746094,24.524871826171875,-28.77489471435547,-49.16004180908203,6.712890625,-19.69803237915039,-48.904205322265625,-8.42669677734375,-11.957308769226074,4.764043807983398,-2.777496337890625,-35.71503829956055,-23.609233856201172,11.439544677734375,-41.06043243408203,-35.49745178222656,1.385101318359375,-32.43000030517578,-36.4068603515625,-11.508392333984375,-23.53853988647461,0

0.9901199340820312,-35.891815185546875,43.09893798828125,-23.22130012512207,2.70843505859375,42.30534362792969,-42.92906188964844,24.73223876953125,32.840087890625,-57.05595397949219,33.715087890625,19.668760299682617,-1.3645248413085938,31.285247802734375,8.163297653198242,-25.046104431152344,59.77581787109375,-4.3476433753967285,-47.036930084228516,60.30731201171875,-4.640219688415527,-59.92768478393555,52.323638916015625,-1.1880313158035278,-0.9164619445800781,-9.394134521484375,-34.88387680053711,-27.058311462402344,8.265869140625,-41.24531555175781,-40.341064453125,3.595184326171875,-30.352252960205078,-43.841880798339844,-6.20361328125,-18.611095428466797,0.7920188903808594,21.45989990234375,-9.357696533203125,-37.58307647705078,42.2735595703125,-13.690434455871582,-56.10539245605469,27.854522705078125,-2.7866787910461426,-58.552947998046875,13.0860595703125,5.486594200134277,1.7994270324707031,6.353363037109375,-23.624847412109375,-33.35498046875,25.646240234375,-30.3836727142334,-51.774269104003906,14.341033935546875,-17.397335052490234,-54.72285461425781,1.419525146484375,-6.742176532745361,0

-1.3753623962402344,-31.781509399414062,46.20353317260742,-27.206594467163086,4.93475341796875,38.36362838745117,-46.809539794921875,24.5875244140625,24.48813247680664,-59.90571212768555,31.42138671875,9.141059875488281,-3.5962963104248047,31.765899658203125,5.02595329284668,-25.17205810546875,59.1573486328125,-12.672882080078125,-45.81365966796875,64.46505737304688,-18.124217987060547,-61.009559631347656,61.162078857421875,-18.17599105834961,0.6568317413330078,20.54736328125,-11.229161262512207,-36.29216003417969,41.11676025390625,-22.903976440429688,-56.88734436035156,28.625640869140625,-13.433652877807617,-60.85285186767578,14.886016845703125,-4.050588607788086,3.7100276947021484,4.3043212890625,-23.86304473876953,-31.195192337036133,21.209442138671875,-36.09300994873047,-50.320899963378906,10.27496337890625,-23.830537796020508,-53.97892761230469,-1.640045166015625,-12.261520385742188,2.808095932006836,-12.513702392578125,-33.786041259765625,-22.857559204101562,3.2447509765625,-45.12998962402344,-37.23845672607422,-0.65850830078125,-35.390380859375,-41.979515075683594,-9.1458740234375,-23.077219009399414,0

1.6975774765014648,-45.330596923828125,32.999637603759766,-26.161754608154297,-9.57781982421875,37.73219680786133,-46.84858703613281,11.849334716796875,29.016193389892578,-59.67218017578125,21.541748046875,15.039196014404297,-7.385183334350586,27.697052001953125,15.020000457763672,-25.302818298339844,60.827606201171875,4.513877868652344,-42.28828430175781,73.41897583007812,-1.5619277954101562,-56.800025939941406,77.50460815429688,-5.375698089599609,-1.6022281646728516,23.063018798828125,-3.775115966796875,-42.02717590332031,39.278900146484375,-9.018890380859375,-58.19440460205078,19.5528564453125,-4.616584777832031,-58.35877227783203,2.9512939453125,-0.5049705505371094,3.527688980102539,12.386962890625,-20.877151489257812,-33.667484283447266,27.3544921875,-27.67574691772461,-50.1484375,9.727935791015625,-20.3677978515625,-50.970237731933594,-5.90557861328125,-13.726325988769531,4.758283615112305,-0.151885986328125,-35.82331848144531,-23.20128059387207,14.913055419921875,-41.02422332763672,-35.91469192504883,4.97406005859375,-33.508182525634766,-37.864524841308594,-8.328704833984375,-25.423503875732422,0

-1.5224800109863281,-34.12919616699219,44.49272155761719,-25.151697158813477,4.621978759765625,40.39307403564453,-43.975563049316406,25.56341552734375,27.34874153137207,-56.713775634765625,33.185211181640625,12.071629524230957,-3.2725677490234375,31.493743896484375,6.685789108276367,-21.279394149780273,61.227783203125,-11.22219467163086,-40.08009338378906,70.20449829101562,-18.287376403808594,-55.20945739746094,72.2510986328125,-21.243980407714844,0.8161849975585938,21.096954345703125,-10.147558212280273,-37.91783142089844,39.711639404296875,-18.967849731445312,-55.636775970458984,24.046966552734375,-8.454370498657227,-56.9091796875,9.46649169921875,0.3963794708251953,3.6691131591796875,5.505462646484375,-23.621257781982422,-32.108665466308594,22.070343017578125,-33.585418701171875,-49.74802017211914,9.316864013671875,-20.860424041748047,-51.51002883911133,-3.517059326171875,-9.843305587768555,2.5709152221679688,-10.763916015625,-34.40208053588867,-23.88759994506836,5.273529052734375,-43.2613639831543,-37.140785217285156,-0.340667724609375,-32.78569793701172,-39.86599349975586,-10.3184814453125,-20.989803314208984,0

3.5458767414093018,-35.57708740234375,43.225215911865234,-26.051279067993164,-1.065887451171875,40.09687805175781,-47.80067443847656,16.9683837890625,27.260791778564453,-61.21574020385742,22.841583251953125,11.791937828063965,-9.064382553100586,30.108184814453125,7.655180931091309,-31.072799682617188,56.794036865234375,-10.58073902130127,-49.377838134765625,65.36297607421875,-19.26769256591797,-64.34768676757812,66.13629150390625,-23.406978607177734,-2.748413562774658,21.2850341796875,-9.386937141418457,-43.84909439086914,33.318084716796875,-18.903697967529297,-59.09672927856445,14.550811767578125,-9.674616813659668,-58.370338439941406,-0.40545654296875,-1.408609390258789,3.2052090167999268,7.001434326171875,-23.29041290283203,-34.612762451171875,17.58740234375,-33.84819030761719,-50.24946594238281,1.5025634765625,-22.337596893310547,-50.23249435424805,-11.932708740234375,-11.912400245666504,5.328702926635742,-8.763153076171875,-34.65236282348633,-23.293384552001953,2.788238525390625,-43.767250061035156,-35.621829986572266,-5.531768798828125,-33.9849853515625,-36.93914031982422,-16.351287841796875,-22.700931549072266,0

-16.542438507080078,-7.5767974853515625,49.77535629272461,-51.863494873046875,0.696319580078125,26.5880126953125,-77.63787841796875,9.32269287109375,16.220813751220703,-95.62141418457031,17.982467651367188,15.670867919921875,-21.85866928100586,7.6927337646484375,-19.94419288635254,-21.55166244506836,11.584014892578125,-56.39047622680664,-21.37894058227539,13.773223876953125,-76.89494323730469,-21.572063446044922,13.113937377929688,-91.45585632324219,-2.8500308990478516,6.33270263671875,-21.01287841796875,-15.301567077636719,-31.306838989257812,-31.939014434814453,-18.523807525634766,-42.70637512207031,-10.766313552856445,-16.793468475341797,-38.43229675292969,4.589290618896484,15.937692642211914,2.5848236083984375,-16.625158309936523,3.377195358276367,-32.14740753173828,-26.06043815612793,-3.219501495361328,-41.23095703125,-5.261938095092773,-3.3936309814453125,-36.27851867675781,9.889080047607422,31.99308967590332,-4.6001739501953125,-10.99747085571289,18.470415115356445,-29.78406524658203,-20.64137840270996,11.823724746704102,-36.671226501464844,-6.972028732299805,11.030996322631836,-33.689918518066406,7.406883239746094,1

-16.942646026611328,-5.116973876953125,49.954063415527344,-50.08495330810547,10.106460571289062,27.073753356933594,-73.78282165527344,23.409332275390625,16.697982788085938,-89.88648986816406,35.213134765625,16.489017486572266,-20.54669761657715,11.313568115234375,-19.610897064208984,-21.12351417541504,14.4140625,-56.12968444824219,-21.448026657104492,16.15838623046875,-76.6749496459961,-22.3123779296875,15.39166259765625,-91.2061996459961,-2.033191680908203,6.86370849609375,-20.940935134887695,-20.654813766479492,-28.233474731445312,-31.55124855041504,-25.144689559936523,-38.55708312988281,-10.059860229492188,-22.51805877685547,-34.677391052246094,5.273281097412109,15.938457489013672,0.05572509765625,-16.824087142944336,-2.3476104736328125,-32.135948181152344,-25.90345001220703,-9.769672393798828,-39.56568145751953,-4.729951858520508,-8.833549499511719,-34.595420837402344,10.387275695800781,30.666683197021484,-9.703750610351562,-11.44795036315918,13.220478057861328,-32.476768493652344,-20.78154754638672,5.5958404541015625,-37.53681182861328,-6.827211380004883,5.268856048583984,-34.04163360595703,7.453773498535156,1

-6.30213737487793,-3.5615234375,52.49994659423828,-37.16963577270508,23.246292114257812,39.00132751464844,-57.7588005065918,42.598663330078125,32.08872985839844,-70.03540802001953,58.25138854980469,33.814613342285156,-20.211585998535156,17.90264892578125,-14.343547821044922,-30.325315475463867,21.622665405273438,-49.378414154052734,-36.01523971557617,23.71551513671875,-69.08882904052734,-40.64463806152344,24.267547607421875,-82.90027618408203,-4.520397186279297,8.562820434570312,-19.9000244140625,-33.752593994140625,-20.340133666992188,-21.019777297973633,-32.98627853393555,-27.643417358398438,2.103595733642578,-24.80747413635254,-24.099044799804688,15.430305480957031,11.183738708496094,-3.2540740966796875,-20.03553009033203,-17.109539031982422,-28.77838134765625,-21.09322166442871,-19.49852752685547,-33.51300048828125,1.9389533996582031,-13.390155792236328,-29.559234619140625,16.12224578857422,23.29238510131836,-17.078140258789062,-18.20620346069336,-1.1480121612548828,-34.5762939453125,-20.77093505859375,-7.500740051269531,-34.7171630859375,-5.340911865234375,-5.465482711791992,-29.58624267578125,8.28997802734375,1

0.9665794372558594,-2.171051025390625,52.9433479309082,-23.722965240478516,19.67364501953125,25.250194549560547,-40.78883361816406,31.301376342773438,4.762058258056641,-52.58496856689453,36.94102478027344,-10.329231262207031,-11.123522758483887,25.939071655273438,-11.755081176757812,-27.985755920410156,33.284088134765625,-43.46128845214844,-37.47235107421875,37.416351318359375,-61.29901885986328,-44.86817932128906,39.901611328125,-73.61231994628906,-2.8877992630004883,10.456146240234375,-19.28980255126953,-42.074432373046875,-0.9835052490234375,-14.320049285888672,-38.5532341003418,-7.9631805419921875,8.647342681884766,-26.567096710205078,-8.61883544921875,19.275562286376953,5.012238502502441,-7.4188385009765625,-21.375823974609375,-31.833881378173828,-16.216827392578125,-17.124046325683594,-29.723899841308594,-19.500137329101562,6.186309814453125,-18.65943145751953,-18.906112670898438,17.64645767211914,9.14785385131836,-25.411285400390625,-20.88654327392578,-20.916793823242188,-27.432601928710938,-19.427928924560547,-21.59471893310547,-29.202781677246094,-2.848735809326172,-12.379908561706543,-29.822669982910156,8.595600128173828,1

-13.005741119384766,-11.216354370117188,50.13671112060547,-42.74138259887695,17.525436401367188,38.16276550292969,-62.586585998535156,38.520843505859375,34.760833740234375,-75.04920196533203,53.798370361328125,37.92018508911133,-18.114381790161133,20.331619262695312,-13.901273727416992,-22.591894149780273,30.449722290039062,-48.84614181518555,-26.47916030883789,34.13822937011719,-68.75944519042969,-30.09215545654297,35.39520263671875,-82.82566833496094,-1.8863754272460938,11.549041748046875,-18.78372573852539,-31.193336486816406,-13.800506591796875,-32.55541229248047,-33.825836181640625,-26.10101318359375,-11.80974006652832,-27.63241958618164,-26.159927368164062,2.978583812713623,13.646415710449219,-0.4928131103515625,-18.724843978881836,-13.859334945678711,-23.613693237304688,-31.451860427856445,-20.22144889831543,-32.75889587402344,-10.607349395751953,-16.447059631347656,-31.774703979492188,4.848898410797119,25.351360321044922,-14.725067138671875,-17.496976852416992,1.7329635620117188,-29.604095458984375,-28.93735122680664,-5.507686614990234,-34.45625305175781,-14.707376480102539,-3.575725555419922,-33.46223449707031,-0.16264677047729492,1

-12.310667037963867,-19.17626953125,47.847293853759766,-44.28689193725586,7.390380859375,36.648746490478516,-66.05252838134766,26.53045654296875,34.17354965209961,-80.21131896972656,40.0899658203125,37.964351654052734,-19.76344108581543,20.397003173828125,-11.318981170654297,-23.589641571044922,34.726531982421875,-44.83900451660156,-27.21639633178711,40.207977294921875,-64.38526916503906,-30.632200241088867,42.444732666015625,-78.3788833618164,-2.778228759765625,13.837738037109375,-17.045989990234375,-29.58687973022461,-10.114532470703125,-37.014503479003906,-32.40298843383789,-26.44354248046875,-19.293087005615234,-26.987154006958008,-29.141265869140625,-4.445610046386719,13.771045684814453,3.31549072265625,-18.34265899658203,-11.158895492553711,-18.75238037109375,-36.90675354003906,-17.624420166015625,-32.322845458984375,-18.668209075927734,-14.730144500732422,-34.31976318359375,-3.1200332641601562,26.69595718383789,-9.865966796875,-18.858741760253906,5.3602294921875,-24.3516845703125,-34.51272201538086,-2.3403282165527344,-32.02056884765625,-21.84968376159668,-1.6917228698730469,-33.465301513671875,-7.229087829589844,1

